352120001207726,0
352120000183777,0
352120002857717,0
352120001492069,0
352120001574938,0
352120001114553,0
352121000142166,0
352120000447733,0
352120000515129,0
352121000391830,0
352120002630279,0
352120000826476,0
352120002412049,0
352120001030833,0
352120002100609,0
352120001344900,0
352120002497584,0
352120003314024,0
352120001005054,0
352120002392253,0
352120002219747,0
352121003883471,0
352120000167360,0
352121005318886,0
352120001087263,0
352120000342646,0
352120001006849,0
352120001122368,0
352120003352946,0
352120001264174,0
352120010388791,0
352120002817652,0
352120010429886,0
352120002491046,0
352120002445186,0
352120003658856,0
352120000318481,0
352120002470448,0
352121000560203,0
352120001286598,0
352121000884056,0
352120001320994,0
352120000662174,0
352120001891422,0
352120002193107,0
352120001181281,0
352121203465873,0
352120000331900,0
352120001395768,0
352120000636304,0
352120002468870,0
352120002001201,0
352120001582538,0
352120000612579,0
352120003775170,0
352120002576410,0
352120000352001,0
352120002029762,0
352120001996831,0
352120001427271,0
352120002026125,0
352120000602475,0
352120003709678,0
352120002835576,0
352120000030578,0
352120000016123,0
352120003255261,0
352120001241244,0
352120002500667,0
352120010575939,0
352120002200372,0
352120003263589,0
352120002599566,0
352126003337937,0
352120000107561,0
352120001050000,0
352120002847577,0
352120003580066,0
352120000392635,0
352128000117536,0
352121000429310,0
352120003288595,0
352120000936588,0
352120000688991,0
352120000782218,0
352120003296964,0
352121000653308,0
352120001863722,0
352120000399330,0
352120003610738,0
352120002107692,0
352120001249015,0
352120001290705,0
352120010083392,0
352120000809925,0
352120003660553,0
352120001207720,0
352120003252763,0
352120000069779,0
352121000272778,0
352121005887500,0
352120001942022,0
352120002785383,0
352120000827238,0
352121000077804,0
352120002607787,0
352120001502154,0
352121000713353,0
352120000057453,0
352120002704130,0
352120001983532,0
352120000143633,0
352120002540855,0
352120002214996,0
352121203396945,0
352120001515411,0
352120002178259,0
352120002150973,0
352121003976475,0
352120001020666,0
352120002117103,0
352120001403456,0
352120002058900,0
352120000582849,0
352120003320221,0
352121000985552,0
352120000697817,0
352121000765291,0
352121203419675,0
352120000204751,0
352120001522640,0
352120000488724,0
352121005677753,0
352120001991016,0
352120000456445,0
352120000856861,0
352120000574091,0
352120002039324,0
352120002529323,0
352120003249215,0
352120001215643,0
352120010433579,0
352120001926751,0
352120000228512,0
352121004791562,0
352120000282319,0
352120000770416,0
352120000773953,0
352120002142947,0
352120000204614,0
352121204258485,0
352121000846667,0
352120000663573,0
352120001851473,0
352120003745324,0
352120000773274,0
352120003307458,0
352120002414839,0
352120002570187,0
352120000151091,0
352120001381911,0
352120010055665,0
352120010118624,0
352120003438471,0
352120001354983,0
352120000613488,0
352120000078815,0
352120001997058,0
352121004218196,0
352120002813229,0
352120010403979,0
352120003360683,0
352120001336086,0
352120002727159,0
352120001962461,0
352120001310584,0
352121000045809,0
352120003206427,0
352121000108244,0
352121005045280,0
352120002572739,0
352120000467409,0
352120001045535,0
352120000938409,0
352120002028522,0
352120003220024,0
352120002530462,0
352120001540516,0
352120010171492,0
352120000975419,0
352120010022609,0
352120002941250,0
352120003666966,0
352120010030239,0
352120001458042,0
352120001534683,0
352120002045690,0
352120002639390,0
352120002505314,0
352120002856175,0
352120002762425,0
352120002143821,0
352120001966131,0
352120002927126,0
352120001925774,0
352120010208087,0
352121005559198,0
352120002608471,0
352120001627872,0
352120010570970,0
352120002838788,0
352120001319968,0
352120002763199,0
352120000388081,0
352120003429382,0
352120000130594,0
352120002716400,0
352120001450227,0
352120002439392,0
352120002528307,0
352120003173489,0
352120001972608,0
352121000087150,0
352120000828715,0
352120002008910,0
352121000533398,0
352120010006202,0
352120001215881,0
352120002174532,0
352121004148843,0
352120000129964,0
352120000527407,0
352120010033518,0
352120002568646,0
352126003491555,0
352120000496171,0
352120001469537,0
352120003431742,0
352120000299882,0
352120003581620,0
352120001593183,0
352120010124843,0
352120000141165,0
352120003587100,0
352120001339826,0
352120003664464,0
352120002503898,0
352120001311477,0
352121004197335,0
352120000334659,0
352120003572822,0
352120001938797,0
352120001328430,0
352120002855348,0
352120000154552,0
352120001260273,0
352120003258070,0
352120001924597,0
352120001305475,0
352120000041233,0
352120000589554,0
352120001153373,0
352120000025836,0
352120000153565,0
352120000982310,0
352120002176471,0
